date,type,campaign,ad_group,keyword,device,product_id,title,category,region,impressions,clicks,add_to_cart,purchases,revenue,ad_spend,roas,avg_rating,reviews_count,avg_cpc,avg_cpm,quality_score
2025-11-12,search,Search - Generic,Search Ads,buy women's jackets,Mobile,,,,Delhi,2512,98,0,4,9288,81.34,114.19,,,0.83,32.38,6.0
2025-11-26,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Bangalore,6204,241,101,2,1480,382.16,3.87,3.54,569.0,,,
2025-11-13,shopping,Shopping - Electronics,Fitness Tracker,,Tablet,P117,Fitness Tracker,Electronics,Bangalore,7852,244,95,0,0,2078.14,0.0,3.6,41.0,,,
2025-11-05,search,Search - Generic,Search Ads,buy laptop sleeve,Tablet,,,,Mumbai,4199,86,0,0,0,113.52,0.0,,,1.32,27.04,9.0
2025-11-26,search,Search - Generic,Search Ads,buy kids sneakers,Mobile,,,,Mumbai,11236,421,0,8,30320,913.57,33.19,,,2.17,81.31,9.0
2025-11-19,shopping,Shopping - Footwear,Running Shoes,,Mobile,P101,Running Shoes,Footwear,Delhi,6118,147,34,1,1798,1054.99,1.7,3.47,757.0,,,
2025-11-04,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Hyderabad,646,14,0,0,0,13.72,0.0,,,0.98,21.24,4.0
2025-11-12,search,Search - Generic,Search Ads,buy sports hoodie,Tablet,,,,Chennai,2685,110,0,0,0,33.0,0.0,,,0.3,12.29,9.0
2025-11-30,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Mumbai,14680,872,0,0,0,697.6,0.0,,,0.8,47.52,6.0
2025-11-10,shopping,Shopping - Home,Water Bottle,,Desktop,P111,Water Bottle,Home,Chennai,6461,196,58,2,4892,2268.8,2.16,4.53,173.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy bluetooth headset,Tablet,,,,Bangalore,7907,25,0,0,0,41.25,0.0,,,1.65,5.22,8.0
2025-11-22,search,Search - Generic,Search Ads,buy travel backpack,Desktop,,,,Bangalore,8381,481,0,21,82845,1106.3,74.88,,,2.3,132.0,8.0
2025-11-10,search,Search - Generic,Search Ads,buy running shoes,Mobile,,,,Delhi,6432,282,0,2,2378,617.58,3.85,,,2.19,96.02,9.0
2025-11-08,search,Search - Generic,Search Ads,buy sunglasses,Tablet,,,,Hyderabad,10615,751,0,8,10824,1336.78,8.1,,,1.78,125.93,6.0
2025-11-26,shopping,Shopping - Accessories,Casual Belt,,Desktop,P119,Casual Belt,Accessories,Mumbai,3656,115,40,2,3018,1545.29,1.95,3.54,168.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy outdoor backpack,Desktop,,,,Chennai,5790,200,0,7,23968,222.0,107.96,,,1.11,38.34,9.0
2025-11-29,search,Search - Generic,Search Ads,buy water bottle,Desktop,,,,Bangalore,3923,97,0,1,345,92.15,3.74,,,0.95,23.49,4.0
2025-12-02,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Chennai,6830,291,0,2,6492,96.03,67.6,,,0.33,14.06,9.0
2025-11-25,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Bangalore,4209,21,0,0,0,20.16,0.0,,,0.96,4.79,7.0
2025-11-13,search,Search - Generic,Search Ads,buy bluetooth headset,Tablet,,,,Hyderabad,5305,63,0,2,2006,112.77,17.79,,,1.79,21.26,9.0
2025-11-19,search,Search - Generic,Search Ads,buy laptop sleeve,Desktop,,,,Bangalore,704,23,0,0,0,15.41,0.0,,,0.67,21.89,8.0
2025-11-05,shopping,Shopping - Accessories,Sunglasses,,Mobile,P108,Sunglasses,Accessories,Hyderabad,1873,37,17,1,2424,226.26,10.71,3.71,783.0,,,
2025-11-21,shopping,Shopping - Bags,Travel Backpack,,Desktop,P104,Travel Backpack,Bags,Bangalore,3222,113,91,4,1964,1305.1,1.5,4.62,766.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Bangalore,3585,78,0,0,0,102.96,0.0,,,1.32,28.72,3.0
2025-11-10,shopping,Shopping - Accessories,Digital Watch,,Tablet,P102,Digital Watch,Accessories,Delhi,4506,90,0,4,7808,1592.96,4.9,3.4,80.0,,,
2025-11-15,search,Search - Generic,Search Ads,buy rucksack,Mobile,,,,Bangalore,11776,283,0,11,30129,266.02,113.26,,,0.94,22.59,5.0
2025-12-03,search,Search - Generic,Search Ads,buy t shirt,Mobile,,,,Mumbai,2386,2,0,0,0,3.32,0.0,,,1.66,1.39,6.0
2025-11-25,search,Search - Generic,Search Ads,buy bluetooth headset,Mobile,,,,Hyderabad,271,16,0,0,0,18.4,0.0,,,1.15,67.9,4.0
2025-11-06,search,Search - Generic,Search Ads,buy men's jackets,Desktop,,,,Delhi,8507,298,0,4,3340,375.48,8.9,,,1.26,44.14,4.0
2025-11-04,shopping,Shopping - Accessories,Digital Watch,,Desktop,P102,Digital Watch,Accessories,Bangalore,6368,159,222,3,1599,3021.15,0.53,3.49,400.0,,,
2025-11-13,search,Search - Generic,Search Ads,buy laptop sleeve,Mobile,,,,Mumbai,9557,239,0,4,1488,286.8,5.19,,,1.2,30.01,8.0
2025-11-18,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Delhi,10849,567,0,20,52100,527.31,98.8,,,0.93,48.6,4.0
2025-11-28,search,Search - Generic,Search Ads,buy laptop sleeve,Tablet,,,,Hyderabad,2376,142,0,3,6897,122.12,56.48,,,0.86,51.4,7.0
2025-12-03,search,Search - Generic,Search Ads,buy running gear,Desktop,,,,Chennai,6228,207,0,0,0,198.72,0.0,,,0.96,31.91,4.0
2025-11-19,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Mumbai,1052,54,6,2,5754,298.44,19.28,4.61,123.0,,,
2025-11-06,shopping,Shopping - Accessories,Smartphone Case,,Tablet,P107,Smartphone Case,Accessories,Bangalore,5579,146,85,3,1326,2772.05,0.48,3.6,393.0,,,
2025-11-05,shopping,Shopping - Electronics,Fitness Tracker,,Desktop,P117,Fitness Tracker,Electronics,Mumbai,2014,51,25,2,7528,640.87,11.75,4.73,316.0,,,
2025-11-11,search,Search - Generic,Search Ads,buy laptop sleeve,Mobile,,,,Delhi,499,7,0,0,0,2.31,0.0,,,0.33,4.63,8.0
2025-11-22,search,Search - Generic,Search Ads,buy light jacket,Tablet,,,,Mumbai,8846,446,0,13,29380,834.02,35.23,,,1.87,94.28,6.0
2025-11-11,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Desktop,P115,Noise Cancelling Headphones,Electronics,Chennai,6519,315,85,3,15552,322.91,48.16,3.74,512.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy baby jacket,Tablet,,,,Hyderabad,5705,275,0,3,9816,93.5,104.98,,,0.34,16.39,4.0
2025-11-19,shopping,Shopping - Accessories,Digital Watch,,Desktop,P102,Digital Watch,Accessories,Bangalore,4339,136,0,0,0,181.38,0.0,3.52,504.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy travel backpack,Mobile,,,,Delhi,558,17,0,0,0,27.37,0.0,,,1.61,49.05,7.0
2025-11-26,search,Search - Generic,Search Ads,buy gym bag,Tablet,,,,Delhi,7109,218,0,4,10324,154.78,66.7,,,0.71,21.77,6.0
2025-11-24,shopping,Shopping - Accessories,Sunglasses,,Tablet,P108,Sunglasses,Accessories,Chennai,6069,249,101,13,6604,2349.58,2.81,3.89,515.0,,,
2025-11-27,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Hyderabad,7712,275,166,5,9835,1588.32,6.19,3.93,30.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy travel backpack,Mobile,,,,Hyderabad,2652,83,0,3,9255,149.4,61.95,,,1.8,56.33,4.0
2025-12-03,search,Search - Generic,Search Ads,buy kids jackets,Tablet,,,,Chennai,5699,278,0,2,2414,633.84,3.81,,,2.28,111.22,5.0
2025-11-06,search,Search - Generic,Search Ads,buy stylish jacket,Mobile,,,,Mumbai,9769,292,0,7,11235,137.24,81.86,,,0.47,14.05,7.0
2025-11-18,search,Search - Generic,Search Ads,buy summer shorts,Tablet,,,,Delhi,7017,226,0,5,7320,192.1,38.11,,,0.85,27.38,4.0
2025-11-28,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Desktop,P115,Noise Cancelling Headphones,Electronics,Bangalore,1205,45,5,1,6654,40.32,165.03,4.38,293.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Chennai,6815,344,0,3,2454,330.24,7.43,,,0.96,48.46,5.0
2025-11-12,search,Search - Generic,Search Ads,buy gym bag,Desktop,,,,Delhi,7442,229,0,0,0,169.46,0.0,,,0.74,22.77,3.0
2025-11-16,shopping,Shopping - Apparel,Winter Gloves,,Mobile,P109,Winter Gloves,Apparel,Hyderabad,5587,104,72,3,3378,366.64,9.21,4.87,595.0,,,
2025-11-08,search,Search - Generic,Search Ads,buy gym bag,Tablet,,,,Mumbai,10465,288,0,3,5493,469.44,11.7,,,1.63,44.86,4.0
2025-11-09,shopping,Shopping - Footwear,Leather Boots,,Desktop,P106,Leather Boots,Footwear,Bangalore,6490,200,15,2,5678,2582.91,2.2,4.51,557.0,,,
2025-11-24,search,Search - Generic,Search Ads,buy puffer jacket,Desktop,,,,Mumbai,2354,43,0,0,0,10.32,0.0,,,0.24,4.38,8.0
2025-12-01,search,Search - Generic,Search Ads,buy winter gloves,Mobile,,,,Chennai,6910,123,0,0,0,79.95,0.0,,,0.65,11.57,3.0
2025-11-13,search,Search - Generic,Search Ads,buy t shirt,Desktop,,,,Bangalore,11872,499,0,19,63631,139.72,455.42,,,0.28,11.77,7.0
2025-11-17,search,Search - Generic,Search Ads,buy toddler jacket,Tablet,,,,Hyderabad,11522,647,0,25,22075,543.48,40.62,,,0.84,47.17,3.0
2025-11-12,search,Search - Generic,Search Ads,buy hoodie,Desktop,,,,Bangalore,3836,169,0,1,3604,243.36,14.81,,,1.44,63.44,6.0
2025-11-04,search,Search - Generic,Search Ads,buy travel backpack,Mobile,,,,Chennai,11789,367,0,7,3451,121.11,28.49,,,0.33,10.27,8.0
2025-12-03,search,Search - Generic,Search Ads,buy leather boots,Tablet,,,,Delhi,1078,26,0,0,0,54.08,0.0,,,2.08,50.17,3.0
2025-11-18,shopping,Shopping - Footwear,Leather Boots,,Mobile,P106,Leather Boots,Footwear,Hyderabad,1223,12,20,0,0,241.21,0.0,3.74,614.0,,,
2025-11-14,shopping,Shopping - Apparel,Cotton T-Shirt,,Mobile,P100,Cotton T-Shirt,Apparel,Bangalore,6684,112,99,1,531,1843.42,0.29,3.5,56.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy summer shorts,Desktop,,,,Chennai,10149,404,0,17,39270,189.88,206.81,,,0.47,18.71,4.0
2025-11-11,search,Search - Generic,Search Ads,buy wireless earbuds,Desktop,,,,Delhi,9023,558,0,5,5950,948.6,6.27,,,1.7,105.13,5.0
2025-12-02,search,Search - Generic,Search Ads,buy baby jacket,Mobile,,,,Delhi,11849,207,0,2,2272,503.01,4.52,,,2.43,42.45,8.0
2025-11-17,search,Search - Generic,Search Ads,buy outdoor backpack,Tablet,,,,Mumbai,8807,232,0,3,11631,127.6,91.15,,,0.55,14.49,6.0
2025-11-29,shopping,Shopping - Footwear,Running Shoes,,Tablet,P101,Running Shoes,Footwear,Bangalore,4243,111,125,0,0,715.31,0.0,3.43,497.0,,,
2025-11-23,shopping,Shopping - Accessories,Sunglasses,,Desktop,P108,Sunglasses,Accessories,Chennai,2195,83,35,0,0,352.69,0.0,3.45,684.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy sunglasses,Tablet,,,,Hyderabad,6586,171,0,7,10577,78.66,134.46,,,0.46,11.94,5.0
2025-11-30,search,Search - Generic,Search Ads,buy water bottle,Mobile,,,,Mumbai,14636,545,0,14,7224,959.2,7.53,,,1.76,65.54,4.0
2025-11-09,shopping,Shopping - Kidswear,Baby Jacket,,Tablet,P103,Baby Jacket,Kidswear,Hyderabad,4817,190,182,8,15600,209.06,74.62,3.52,639.0,,,
2025-11-11,search,Search - Generic,Search Ads,buy warm jacket,Tablet,,,,Delhi,1397,30,0,1,2653,44.4,59.75,,,1.48,31.78,7.0
2025-11-11,search,Search - Generic,Search Ads,buy outdoor backpack,Desktop,,,,Bangalore,4391,159,0,4,15444,82.68,186.79,,,0.52,18.83,4.0
2025-11-16,search,Search - Generic,Search Ads,buy winter wear,Tablet,,,,Delhi,7388,151,0,1,2329,63.42,36.72,,,0.42,8.58,6.0
2025-11-17,search,Search - Generic,Search Ads,buy office backpack,Tablet,,,,Hyderabad,8179,326,0,1,892,534.64,1.67,,,1.64,65.37,3.0
2025-11-23,search,Search - Generic,Search Ads,buy toddler jacket,Tablet,,,,Bangalore,4561,179,0,2,3496,272.08,12.85,,,1.52,59.65,6.0
2025-11-11,shopping,Shopping - Apparel,Cotton T-Shirt,,Desktop,P100,Cotton T-Shirt,Apparel,Bangalore,2777,49,19,1,762,460.1,1.66,3.66,156.0,,,
2025-11-29,search,Search - Generic,Search Ads,buy wireless earbuds,Tablet,,,,Bangalore,3312,166,0,2,5416,129.48,41.83,,,0.78,39.09,4.0
2025-11-29,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Bangalore,681,30,0,1,3444,61.8,55.73,,,2.06,90.75,5.0
2025-11-08,search,Search - Generic,Search Ads,buy stylish jacket,Desktop,,,,Chennai,2593,107,0,2,4170,262.15,15.91,,,2.45,101.1,8.0
2025-12-03,search,Search - Generic,Search Ads,buy leather boots,Mobile,,,,Bangalore,6600,161,0,4,13924,396.06,35.16,,,2.46,60.01,6.0
2025-11-06,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Bangalore,9722,337,0,8,25392,522.35,48.61,,,1.55,53.73,8.0
2025-11-09,search,Search - Generic,Search Ads,buy smartwatch,Mobile,,,,Hyderabad,9808,320,0,2,1726,272.0,6.35,,,0.85,27.73,4.0
2025-11-15,search,Search - Generic,Search Ads,buy phone case,Tablet,,,,Bangalore,4846,211,0,5,12890,289.07,44.59,,,1.37,59.65,3.0
2025-11-23,search,Search - Generic,Search Ads,buy wireless earbuds,Tablet,,,,Delhi,3863,236,0,7,12082,455.48,26.53,,,1.93,117.91,6.0
2025-11-12,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Mumbai,10570,374,0,6,20994,575.96,36.45,,,1.54,54.49,8.0
2025-11-30,shopping,Shopping - Apparel,Winter Gloves,,Desktop,P109,Winter Gloves,Apparel,Mumbai,3020,83,43,0,0,849.57,0.0,4.69,441.0,,,
2025-11-15,search,Search - Generic,Search Ads,buy sunglasses,Desktop,,,,Hyderabad,14575,535,0,7,11655,813.2,14.33,,,1.52,55.79,4.0
2025-11-22,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Hyderabad,8121,315,0,10,30960,428.4,72.27,,,1.36,52.75,7.0
2025-11-11,search,Search - Generic,Search Ads,buy rucksack,Tablet,,,,Bangalore,1590,84,0,3,4767,158.76,30.03,,,1.89,99.85,4.0
2025-11-30,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Tablet,P115,Noise Cancelling Headphones,Electronics,Delhi,7547,234,70,0,0,927.64,0.0,4.84,766.0,,,
2025-11-17,search,Search - Generic,Search Ads,buy toddler jacket,Mobile,,,,Hyderabad,9623,211,0,7,7014,54.86,127.85,,,0.26,5.7,6.0
2025-11-22,search,Search - Generic,Search Ads,buy outdoor backpack,Mobile,,,,Delhi,7955,312,0,10,16460,667.68,24.65,,,2.14,83.93,5.0
2025-11-17,search,Search - Generic,Search Ads,buy baby jacket,Desktop,,,,Hyderabad,6471,115,0,2,648,266.8,2.43,,,2.32,41.23,3.0
2025-11-04,search,Search - Generic,Search Ads,buy winter wear,Mobile,,,,Mumbai,11922,286,0,0,0,534.82,0.0,,,1.87,44.86,8.0
2025-11-08,search,Search - Generic,Search Ads,buy running shoes,Tablet,,,,Hyderabad,12185,688,0,8,11184,323.36,34.59,,,0.47,26.54,8.0
2025-11-06,shopping,Shopping - Electronics,Bluetooth Headset,,Desktop,P110,Bluetooth Headset,Electronics,Chennai,6806,73,59,2,13414,489.67,27.39,4.05,675.0,,,
2025-11-07,shopping,Shopping - Apparel,Yoga Pants,,Tablet,P105,Yoga Pants,Apparel,Chennai,4611,126,0,4,3824,1399.44,2.73,4.23,327.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy travel backpack,Tablet,,,,Delhi,7551,302,0,10,7440,543.6,13.69,,,1.8,71.99,7.0
2025-11-18,search,Search - Generic,Search Ads,buy bluetooth headset,Mobile,,,,Mumbai,706,26,0,0,0,15.08,0.0,,,0.58,21.36,8.0
2025-11-05,shopping,Shopping - Footwear,Running Shoes,,Mobile,P101,Running Shoes,Footwear,Chennai,4859,145,112,5,14690,475.15,30.92,4.9,25.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Bangalore,4218,119,0,1,760,82.11,9.26,,,0.69,19.47,5.0
2025-11-28,search,Search - Generic,Search Ads,buy digital watch,Mobile,,,,Bangalore,4416,233,0,3,4362,363.48,12.0,,,1.56,82.31,6.0
2025-11-06,search,Search - Generic,Search Ads,buy headphones,Mobile,,,,Delhi,7653,283,0,4,5524,186.78,29.57,,,0.66,24.41,3.0
2025-11-16,search,Search - Generic,Search Ads,buy stylish jacket,Tablet,,,,Chennai,6373,194,0,7,3444,205.64,16.75,,,1.06,32.27,7.0
2025-11-08,search,Search - Generic,Search Ads,buy thermal jacket,Tablet,,,,Bangalore,11846,415,0,4,13256,854.9,15.51,,,2.06,72.17,6.0
2025-11-10,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Chennai,4894,106,0,2,5784,216.24,26.75,,,2.04,44.18,9.0
2025-11-09,shopping,Shopping - Accessories,Casual Belt,,Mobile,P119,Casual Belt,Accessories,Delhi,8256,306,0,9,20286,2617.33,7.75,4.77,773.0,,,
2025-11-18,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Delhi,2135,55,63,2,3724,874.35,4.26,3.59,145.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy warm jacket,Tablet,,,,Bangalore,8378,80,0,3,8673,100.8,86.04,,,1.26,12.03,5.0
2025-11-04,search,Search - Generic,Search Ads,buy light jacket,Tablet,,,,Chennai,1203,64,0,0,0,88.32,0.0,,,1.38,73.42,8.0
2025-11-21,search,Search - Generic,Search Ads,buy wireless earbuds,Desktop,,,,Bangalore,2512,100,0,2,5440,216.0,25.19,,,2.16,85.99,3.0
2025-11-10,search,Search - Generic,Search Ads,buy headphones,Desktop,,,,Delhi,7021,154,0,2,1204,43.12,27.92,,,0.28,6.14,3.0
2025-11-14,search,Search - Generic,Search Ads,buy smartwatch,Mobile,,,,Bangalore,3685,169,0,0,0,118.3,0.0,,,0.7,32.1,9.0
2025-11-15,search,Search - Generic,Search Ads,buy puffer jacket,Tablet,,,,Delhi,2955,55,0,0,0,77.0,0.0,,,1.4,26.06,5.0
2025-11-11,search,Search - Generic,Search Ads,buy sports hoodie,Mobile,,,,Mumbai,5937,244,0,7,21896,387.96,56.44,,,1.59,65.35,3.0
2025-11-18,search,Search - Generic,Search Ads,buy winter gloves,Desktop,,,,Chennai,9924,391,0,20,78320,523.94,149.48,,,1.34,52.8,3.0
2025-11-14,search,Search - Generic,Search Ads,buy travel backpack,Mobile,,,,Delhi,379,10,0,0,0,4.5,0.0,,,0.45,11.87,3.0
2025-11-14,search,Search - Generic,Search Ads,buy light jacket,Mobile,,,,Mumbai,2531,119,0,4,11220,95.2,117.86,,,0.8,37.61,4.0
2025-11-17,search,Search - Generic,Search Ads,buy thermal jacket,Desktop,,,,Chennai,9936,375,0,3,9369,393.75,23.79,,,1.05,39.63,5.0
2025-11-28,shopping,Shopping - Apparel,Hooded Sweatshirt,,Mobile,P113,Hooded Sweatshirt,Apparel,Hyderabad,7344,131,22,3,2052,1116.53,1.84,3.66,702.0,,,
2025-11-09,search,Search - Generic,Search Ads,buy men's jackets,Desktop,,,,Hyderabad,13621,500,0,22,85690,1035.0,82.79,,,2.07,75.99,6.0
2025-11-28,shopping,Shopping - Accessories,Smartphone Case,,Tablet,P107,Smartphone Case,Accessories,Bangalore,6329,199,40,8,2680,454.27,5.9,4.1,221.0,,,
2025-11-12,shopping,Shopping - Apparel,Thermal Socks,,Tablet,P116,Thermal Socks,Apparel,Bangalore,5018,88,25,5,3080,2111.57,1.46,4.87,265.0,,,
2025-11-12,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Bangalore,7599,158,19,0,0,2152.26,0.0,4.7,725.0,,,
2025-11-12,search,Search - Generic,Search Ads,buy thermal socks,Mobile,,,,Hyderabad,2907,200,0,4,9984,200.0,49.92,,,1.0,68.8,6.0
2025-11-07,search,Search - Generic,Search Ads,buy outdoor backpack,Tablet,,,,Mumbai,9850,153,0,1,3453,172.89,19.97,,,1.13,17.55,7.0
2025-11-14,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Delhi,6791,219,71,4,5592,270.91,20.64,3.5,209.0,,,
2025-11-08,search,Search - Generic,Search Ads,buy bluetooth headset,Tablet,,,,Bangalore,12958,230,0,5,3075,365.7,8.41,,,1.59,28.22,3.0
2025-11-20,shopping,Shopping - Apparel,Cotton T-Shirt,,Mobile,P100,Cotton T-Shirt,Apparel,Mumbai,3472,138,83,4,3340,905.15,3.69,3.83,64.0,,,
2025-11-18,shopping,Shopping - Footwear,Running Shoes,,Mobile,P101,Running Shoes,Footwear,Mumbai,3521,136,54,1,1450,1138.24,1.27,3.34,405.0,,,
2025-11-22,shopping,Shopping - Accessories,Casual Belt,,Desktop,P119,Casual Belt,Accessories,Bangalore,4786,159,116,7,5712,1465.91,3.9,4.41,607.0,,,
2025-12-02,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Mumbai,5353,91,0,0,0,201.11,0.0,,,2.21,37.57,6.0
2025-11-10,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Mumbai,2827,40,0,0,0,52.0,0.0,,,1.3,18.39,5.0
2025-11-04,search,Search - Generic,Search Ads,buy baby jacket,Tablet,,,,Chennai,3529,123,0,2,4244,244.77,17.34,,,1.99,69.36,5.0
2025-11-11,search,Search - Generic,Search Ads,buy bluetooth headset,Desktop,,,,Chennai,8077,324,0,0,0,278.64,0.0,,,0.86,34.5,7.0
2025-11-28,shopping,Shopping - Home,Water Bottle,,Desktop,P111,Water Bottle,Home,Hyderabad,991,31,5,0,0,73.56,0.0,3.51,329.0,,,
2025-11-09,shopping,Shopping - Apparel,Thermal Socks,,Tablet,P116,Thermal Socks,Apparel,Hyderabad,4475,188,87,6,5064,745.09,6.8,3.69,597.0,,,
2025-11-29,search,Search - Generic,Search Ads,buy running gear,Tablet,,,,Chennai,3246,216,0,2,1598,205.2,7.79,,,0.95,63.22,6.0
2025-11-06,search,Search - Generic,Search Ads,buy puffer jacket,Tablet,,,,Bangalore,3498,134,0,1,3102,175.54,17.67,,,1.31,50.18,6.0
2025-11-21,shopping,Shopping - Accessories,Laptop Sleeve,,Tablet,P118,Laptop Sleeve,Accessories,Delhi,1586,37,47,0,0,446.33,0.0,4.51,650.0,,,
2025-11-14,search,Search - Generic,Search Ads,buy men's jackets,Tablet,,,,Hyderabad,1540,34,0,0,0,55.76,0.0,,,1.64,36.21,8.0
2025-11-25,search,Search - Generic,Search Ads,buy sports shoes,Mobile,,,,Bangalore,4250,247,0,3,10227,71.63,142.78,,,0.29,16.85,9.0
2025-11-09,shopping,Shopping - Accessories,Smartphone Case,,Tablet,P107,Smartphone Case,Accessories,Bangalore,6786,239,131,14,28350,3255.59,8.71,4.53,653.0,,,
2025-11-23,shopping,Shopping - Accessories,Sunglasses,,Mobile,P108,Sunglasses,Accessories,Chennai,7377,188,156,4,2768,2430.01,1.14,4.29,431.0,,,
2025-11-19,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Mumbai,9228,375,0,1,396,401.25,0.99,,,1.07,43.48,3.0
2025-11-30,search,Search - Generic,Search Ads,buy men's jackets,Mobile,,,,Chennai,3670,90,0,0,0,33.3,0.0,,,0.37,9.07,3.0
2025-11-26,search,Search - Generic,Search Ads,buy thermal socks,Desktop,,,,Mumbai,8630,313,0,4,8936,181.54,49.22,,,0.58,21.04,5.0
2025-11-10,shopping,Shopping - Footwear,Kids Sneakers,,Tablet,P114,Kids Sneakers,Footwear,Mumbai,4018,169,105,4,8912,1069.48,8.33,4.07,140.0,,,
2025-11-22,search,Search - Generic,Search Ads,buy toddler jacket,Tablet,,,,Mumbai,4820,136,0,2,5494,161.84,33.95,,,1.19,33.58,6.0
2025-12-01,search,Search - Generic,Search Ads,buy baby clothes,Desktop,,,,Hyderabad,2621,93,0,1,3006,221.34,13.58,,,2.38,84.45,3.0
2025-11-26,search,Search - Generic,Search Ads,buy thermal socks,Tablet,,,,Bangalore,7533,276,0,14,26670,240.12,111.07,,,0.87,31.88,4.0
2025-11-23,shopping,Shopping - Kidswear,Baby Jacket,,Tablet,P103,Baby Jacket,Kidswear,Chennai,4439,151,149,7,12215,1351.1,9.04,3.76,797.0,,,
2025-11-06,shopping,Shopping - Apparel,Cotton T-Shirt,,Mobile,P100,Cotton T-Shirt,Apparel,Mumbai,3916,103,44,3,1644,322.45,5.1,3.86,680.0,,,
2025-11-21,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Desktop,P115,Noise Cancelling Headphones,Electronics,Mumbai,5405,220,15,6,24636,2678.5,9.2,4.48,673.0,,,
2025-11-26,search,Search - Generic,Search Ads,buy gym bag,Desktop,,,,Delhi,9103,387,0,12,14520,905.58,16.03,,,2.34,99.48,6.0
2025-11-06,shopping,Shopping - Electronics,Fitness Tracker,,Desktop,P117,Fitness Tracker,Electronics,Chennai,3382,67,75,1,4127,991.28,4.16,4.52,54.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy baby clothes,Desktop,,,,Bangalore,10407,305,0,4,10176,362.95,28.04,,,1.19,34.88,7.0
2025-11-16,search,Search - Generic,Search Ads,buy women's jackets,Desktop,,,,Chennai,11990,633,0,11,32571,284.85,114.34,,,0.45,23.76,3.0
2025-11-20,search,Search - Generic,Search Ads,buy light jacket,Tablet,,,,Bangalore,5303,30,0,0,0,53.7,0.0,,,1.79,10.13,8.0
2025-11-18,search,Search - Generic,Search Ads,buy sunglasses,Desktop,,,,Bangalore,3437,101,0,1,1068,204.02,5.23,,,2.02,59.36,4.0
2025-11-26,search,Search - Generic,Search Ads,buy sports hoodie,Desktop,,,,Bangalore,2815,101,0,0,0,202.0,0.0,,,2.0,71.76,4.0
2025-11-17,search,Search - Generic,Search Ads,buy men's jackets,Tablet,,,,Delhi,1058,57,0,0,0,67.83,0.0,,,1.19,64.11,7.0
2025-12-02,search,Search - Generic,Search Ads,buy smartwatch,Tablet,,,,Delhi,11570,328,0,8,29808,587.12,50.77,,,1.79,50.75,4.0
2025-11-07,search,Search - Generic,Search Ads,buy sports shoes,Mobile,,,,Chennai,11723,372,0,13,36738,100.44,365.77,,,0.27,8.57,4.0
2025-11-20,shopping,Shopping - Accessories,Digital Watch,,Mobile,P102,Digital Watch,Accessories,Delhi,3788,111,57,3,3102,403.51,7.69,4.16,703.0,,,
2025-11-20,search,Search - Generic,Search Ads,buy phone case,Desktop,,,,Hyderabad,9843,204,0,3,2622,383.52,6.84,,,1.88,38.96,8.0
2025-11-21,shopping,Shopping - Apparel,Thermal Socks,,Desktop,P116,Thermal Socks,Apparel,Mumbai,7002,159,161,0,0,2350.92,0.0,3.35,497.0,,,
